Order ID,Order Date,Customer ID,Product,Category,Sub-Category,Region,City,Quantity,Sales,Profit,Discount
ORD00222,2024-05-10,CUST7216,Table,Furniture,Table,East,Patna,6,18009.6,1263.76,30
ORD00223,2023-05-24,CUST1774,Laptop,Technology,Laptop,East,Bhubaneswar,8,26048.0,3130.42,20
ORD00224,2023-09-21,CUST1292,Desk,Furniture,Desk,West,Mumbai,3,4277.25,1156.47,25
ORD00225,2023-04-30,CUST9481,Stapler,Office Supplies,Stapler,East,Patna,2,5966.0,1074.7,5
ORD00226,2023-03-26,CUST3324,Binder,Office Supplies,Binder,South,Chennai,4,4005.2,878.63,15
ORD00227,2023-07-11,CUST7531,Stapler,Office Supplies,Stapler,South,Chennai,2,3779.1,670.3,5
ORD00228,2024-07-05,CUST8487,Binder,Office Supplies,Binder,East,Patna,5,20500.0,3643.2,0
ORD00229,2024-10-19,CUST6851,Keyboard,Technology,Keyboard,North,Lucknow,8,5844.0,535.35,25
ORD00230,2024-04-26,CUST9881,Paper,Office Supplies,Paper,South,Bangalore,5,15345.0,4708.18,0
ORD00231,2024-04-02,CUST1982,Printer,Technology,Printer,North,Chandigarh,4,2640.4,649.16,30
ORD00232,2023-04-27,CUST5802,Chair,Furniture,Chair,West,Ahmedabad,6,10579.2,3678.47,20
ORD00233,2023-07-06,CUST5845,Paper,Office Supplies,Paper,East,Kolkata,3,11646.0,4028.04,0
ORD00234,2024-03-20,CUST5149,Laptop,Technology,Laptop,West,Ahmedabad,6,17356.5,5041.82,25
ORD00235,2023-04-19,CUST8525,Desk,Furniture,Desk,North,Lucknow,9,39465.0,3146.4,0
ORD00236,2023-02-24,CUST9645,Monitor,Technology,Monitor,South,Chennai,7,28018.55,7964.79,15
ORD00237,2023-04-22,CUST7878,Chair,Furniture,Chair,West,Mumbai,1,1439.9,278.23,15
ORD00238,2023-01-30,CUST2702,Pen,Office Supplies,Pen,South,Bangalore,2,1859.4,507.27,10
ORD00239,2024-05-29,CUST1136,Phone,Technology,Phone,West,Ahmedabad,5,18776.0,5080.56,20
ORD00240,2024-03-01,CUST7820,Notebook,Office Supplies,Notebook,West,Mumbai,4,14889.0,2432.59,25
ORD00241,2024-07-13,CUST2716,Laptop,Technology,Laptop,North,Lucknow,3,480.0,112.64,0
ORD00242,2023-04-19,CUST7780,Printer,Technology,Printer,West,Mumbai,9,11016.0,1953.56,15
ORD00243,2023-09-19,CUST5995,Table,Furniture,Table,West,Pune,3,4121.1,1000.76,5
ORD00244,2024-10-29,CUST5323,Laptop,Technology,Laptop,East,Patna,2,9922.0,2325.45,0
ORD00245,2023-10-16,CUST6285,Sofa,Furniture,Sofa,North,Lucknow,2,4202.8,568.28,5
ORD00246,2024-06-03,CUST7192,Paper,Office Supplies,Paper,West,Ahmedabad,10,24454.5,1958.84,15
ORD00247,2023-11-16,CUST1971,Stapler,Office Supplies,Stapler,North,Delhi,3,4214.4,1199.77,20
ORD00248,2024-03-13,CUST6514,Table,Furniture,Table,West,Ahmedabad,4,11324.8,996.88,20
ORD00249,2024-02-16,CUST6631,Printer,Technology,Printer,East,Bhubaneswar,7,1071.0,351.22,15
ORD00250,2024-12-19,CUST6703,Desk,Furniture,Desk,East,Bhubaneswar,9,29812.05,2703.17,15
ORD00251,2024-03-15,CUST1718,Bookcase,Furniture,Bookcase,East,Patna,9,21286.8,5097.28,10
ORD00252,2024-08-23,CUST1403,Phone,Technology,Phone,East,Kolkata,3,11110.35,2262.95,15
ORD00253,2023-01-07,CUST7156,Laptop,Technology,Laptop,East,Bhubaneswar,1,1897.15,333.48,5
ORD00254,2024-11-19,CUST5039,Keyboard,Technology,Keyboard,North,Lucknow,6,24092.4,7929.37,15
ORD00255,2023-08-07,CUST4825,Binder,Office Supplies,Binder,North,Lucknow,6,25062.0,1338.82,0
ORD00256,2024-08-08,CUST3135,Printer,Technology,Printer,South,Bangalore,9,31878.0,10986.0,0
ORD00257,2023-04-08,CUST2644,Table,Furniture,Table,East,Patna,1,1274.0,353.15,30
ORD00258,2024-06-27,CUST7596,Keyboard,Technology,Keyboard,North,Chandigarh,9,3006.45,805.7,15
ORD00259,2023-04-12,CUST5356,Printer,Technology,Printer,West,Ahmedabad,6,23225.4,7053.79,10
ORD00260,2023-07-23,CUST2800,Monitor,Technology,Monitor,West,Pune,7,23495.5,2399.45,30
ORD00261,2023-04-07,CUST9100,Monitor,Technology,Monitor,North,Lucknow,3,6115.2,1015.63,30
ORD00262,2024-12-13,CUST7464,Monitor,Technology,Monitor,North,Lucknow,8,13778.8,2403.08,5
ORD00263,2023-09-24,CUST7797,Phone,Technology,Phone,South,Hyderabad,5,17072.25,2002.45,15
ORD00264,2024-05-15,CUST3410,Desk,Furniture,Desk,West,Mumbai,3,6473.25,1948.27,25
ORD00265,2023-05-12,CUST3452,Sofa,Furniture,Sofa,North,Chandigarh,7,1755.6,387.15,5
ORD00266,2023-07-03,CUST2127,Printer,Technology,Printer,South,Chennai,2,6241.6,1161.48,20
ORD00267,2023-12-20,CUST3715,Phone,Technology,Phone,West,Ahmedabad,2,6138.0,848.43,10
ORD00268,2023-04-17,CUST7860,Paper,Office Supplies,Paper,North,Lucknow,7,9733.5,2492.3,10
ORD00269,2024-07-19,CUST2691,Monitor,Technology,Monitor,East,Kolkata,10,35810.0,6534.34,0
ORD00270,2024-02-17,CUST6944,Printer,Technology,Printer,North,Delhi,9,24589.8,1820.58,5
ORD00271,2024-04-06,CUST6794,Stapler,Office Supplies,Stapler,West,Ahmedabad,4,12975.0,2845.98,25
ORD00272,2024-05-09,CUST5049,Laptop,Technology,Laptop,North,Chandigarh,4,7397.6,2446.21,30
ORD00273,2024-03-29,CUST1674,Stapler,Office Supplies,Stapler,South,Chennai,6,15846.6,1507.5,30
ORD00274,2024-02-24,CUST9850,Desk,Furniture,Desk,South,Chennai,8,7509.6,1320.71,10
ORD00275,2024-10-11,CUST9199,Chair,Furniture,Chair,East,Kolkata,6,508.2,57.84,30
ORD00276,2023-05-25,CUST8879,Table,Furniture,Table,East,Kolkata,6,10616.4,3213.45,10
ORD00277,2024-09-11,CUST4142,Binder,Office Supplies,Binder,North,Chandigarh,8,11930.4,2355.48,10
ORD00278,2023-12-01,CUST7347,Table,Furniture,Table,West,Ahmedabad,5,18355.75,4848.29,15
ORD00279,2024-10-20,CUST5881,Keyboard,Technology,Keyboard,South,Chennai,9,21169.8,7069.12,5
ORD00280,2023-06-10,CUST9925,Bookcase,Furniture,Bookcase,West,Pune,6,21858.6,2432.59,15
ORD00281,2024-07-29,CUST5538,Sofa,Furniture,Sofa,East,Patna,8,2408.0,492.51,0
ORD00282,2024-11-02,CUST7203,Table,Furniture,Table,North,Lucknow,4,3782.8,802.39,30
ORD00283,2023-07-19,CUST2160,Table,Furniture,Table,North,Chandigarh,8,4012.8,1281.21,5
ORD00284,2024-10-07,CUST9764,Binder,Office Supplies,Binder,West,Mumbai,10,33635.0,11400.73,30
ORD00285,2023-10-28,CUST8984,Printer,Technology,Printer,South,Hyderabad,5,16847.0,5472.12,15
ORD00286,2023-11-28,CUST7367,Phone,Technology,Phone,North,Chandigarh,2,1263.6,70.54,10
ORD00287,2024-08-27,CUST3388,Bookcase,Furniture,Bookcase,North,Delhi,2,1009.5,176.73,25
ORD00288,2024-09-23,CUST7415,Desk,Furniture,Desk,South,Hyderabad,6,13465.2,4142.62,30
ORD00289,2023-01-23,CUST7069,Chair,Furniture,Chair,West,Ahmedabad,2,3426.0,266.76,0
ORD00290,2023-04-10,CUST4951,Laptop,Technology,Laptop,West,Mumbai,3,2643.9,240.36,30
ORD00291,2024-12-15,CUST7394,Laptop,Technology,Laptop,South,Hyderabad,2,5113.6,1171.17,15
ORD00292,2024-12-26,CUST5792,Stapler,Office Supplies,Stapler,West,Mumbai,5,10178.0,3276.49,30
ORD00293,2023-06-21,CUST9914,Phone,Technology,Phone,South,Bangalore,9,14434.2,2777.14,10
ORD00294,2024-05-13,CUST1161,Desk,Furniture,Desk,North,Lucknow,2,4723.5,729.35,25
ORD00295,2024-03-11,CUST3602,Desk,Furniture,Desk,East,Bhubaneswar,2,574.2,95.99,10
ORD00296,2024-03-14,CUST2153,Binder,Office Supplies,Binder,West,Pune,6,15217.2,2773.45,10
ORD00297,2023-07-29,CUST1400,Phone,Technology,Phone,North,Delhi,8,32422.4,1903.24,15
ORD00298,2023-07-25,CUST7558,Pen,Office Supplies,Pen,West,Pune,2,5652.5,1272.07,15
ORD00299,2024-11-01,CUST7915,Chair,Furniture,Chair,East,Bhubaneswar,5,10864.0,1280.82,30
ORD00300,2024-02-22,CUST2827,Binder,Office Supplies,Binder,South,Bangalore,10,11151.0,1339.44,30
ORD00301,2024-02-28,CUST1979,Table,Furniture,Table,East,Patna,6,14170.2,1879.75,5
ORD00302,2024-02-24,CUST9281,Bookcase,Furniture,Bookcase,West,Pune,4,12115.2,1800.56,20
ORD00303,2024-08-10,CUST6923,Laptop,Technology,Laptop,South,Bangalore,4,10656.8,1946.76,30
ORD00304,2024-09-15,CUST6772,Table,Furniture,Table,West,Mumbai,4,6323.2,354.11,5
ORD00305,2023-02-25,CUST8818,Sofa,Furniture,Sofa,South,Chennai,2,1033.5,228.55,25
ORD00306,2023-09-29,CUST1076,Binder,Office Supplies,Binder,South,Chennai,6,5191.2,999.67,30
ORD00307,2024-03-06,CUST8186,Paper,Office Supplies,Paper,South,Chennai,5,18800.0,1184.26,0
ORD00308,2024-03-25,CUST4100,Pen,Office Supplies,Pen,East,Bhubaneswar,9,20682.9,4556.91,30
ORD00309,2023-01-01,CUST5835,Laptop,Technology,Laptop,West,Pune,10,13480.0,1358.96,20
ORD00310,2023-06-28,CUST9918,Paper,Office Supplies,Paper,South,Bangalore,5,17560.0,1284.67,20
ORD00311,2023-09-21,CUST2475,Paper,Office Supplies,Paper,West,Pune,5,15076.0,2134.43,20
ORD00312,2024-03-07,CUST1551,Sofa,Furniture,Sofa,North,Chandigarh,9,14134.5,4611.89,25
ORD00313,2023-05-12,CUST9540,Keyboard,Technology,Keyboard,South,Bangalore,6,22224.0,2230.93,0
ORD00314,2024-01-04,CUST7988,Paper,Office Supplies,Paper,East,Kolkata,2,5008.2,398.1,15
ORD00315,2024-10-01,CUST4281,Phone,Technology,Phone,North,Lucknow,8,21144.0,3189.48,25
ORD00316,2024-08-26,CUST1261,Stapler,Office Supplies,Stapler,West,Ahmedabad,3,8359.2,630.55,10
ORD00317,2023-12-18,CUST4352,Monitor,Technology,Monitor,East,Bhubaneswar,10,26550.0,9156.0,25
ORD00318,2024-12-14,CUST8029,Printer,Technology,Printer,South,Bangalore,1,3406.9,394.01,30
ORD00319,2023-02-19,CUST2344,Laptop,Technology,Laptop,North,Chandigarh,5,16804.0,3715.87,20
ORD00320,2024-01-27,CUST5786,Paper,Office Supplies,Paper,West,Mumbai,9,14565.6,3090.72,20
ORD00321,2024-05-29,CUST5163,Binder,Office Supplies,Binder,East,Bhubaneswar,7,13643.35,2990.39,15
ORD00322,2023-12-11,CUST3764,Binder,Office Supplies,Binder,West,Mumbai,10,28642.5,8244.09,25
ORD00323,2024-01-30,CUST4352,Phone,Technology,Phone,South,Chennai,10,23009.0,6483.34,5
ORD00324,2023-08-18,CUST7227,Table,Furniture,Table,West,Pune,2,2400.4,156.41,15
ORD00325,2024-09-18,CUST2235,Keyboard,Technology,Keyboard,East,Bhubaneswar,2,7804.7,598.58,15
ORD00326,2023-12-01,CUST9546,Laptop,Technology,Laptop,South,Chennai,6,17185.5,903.36,25
ORD00327,2023-04-29,CUST2802,Phone,Technology,Phone,North,Lucknow,2,4369.4,1183.74,30
ORD00328,2024-09-06,CUST7424,Chair,Furniture,Chair,West,Pune,8,10267.6,2175.59,5
ORD00329,2023-02-11,CUST6639,Laptop,Technology,Laptop,North,Delhi,9,18755.1,2323.29,30
ORD00330,2024-09-18,CUST7167,Keyboard,Technology,Keyboard,East,Patna,6,8860.5,2037.39,25
ORD00331,2023-08-13,CUST3757,Paper,Office Supplies,Paper,North,Delhi,6,8346.0,2797.45,0
ORD00332,2024-09-02,CUST3019,Chair,Furniture,Chair,East,Patna,10,25447.5,6765.68,25
ORD00333,2023-03-09,CUST9672,Stapler,Office Supplies,Stapler,South,Chennai,7,8344.7,2267.3,30
ORD00334,2023-10-12,CUST7919,Phone,Technology,Phone,North,Delhi,2,3135.6,857.63,10
ORD00335,2024-09-20,CUST2567,Phone,Technology,Phone,South,Bangalore,5,4590.0,758.05,25
ORD00336,2023-01-02,CUST8462,Notebook,Office Supplies,Notebook,East,Bhubaneswar,4,5922.0,2046.3,30
ORD00337,2024-10-07,CUST4547,Monitor,Technology,Monitor,North,Delhi,9,27426.6,3675.96,10
ORD00338,2023-03-12,CUST4213,Laptop,Technology,Laptop,West,Mumbai,6,16977.6,2436.41,20
ORD00339,2023-04-21,CUST2554,Bookcase,Furniture,Bookcase,South,Chennai,1,1937.6,647.63,20
ORD00340,2024-12-14,CUST6226,Chair,Furniture,Chair,East,Patna,10,10983.0,1043.05,30
ORD00341,2023-05-04,CUST9431,Phone,Technology,Phone,South,Chennai,1,825.3,166.97,10
ORD00342,2023-04-28,CUST9652,Monitor,Technology,Monitor,South,Hyderabad,9,29824.2,9233.1,10
ORD00343,2023-01-22,CUST6871,Desk,Furniture,Desk,East,Kolkata,6,2052.0,381.27,25
ORD00344,2023-05-03,CUST7658,Printer,Technology,Printer,East,Patna,1,3637.15,873.74,15
ORD00345,2024-07-23,CUST7530,Notebook,Office Supplies,Notebook,West,Ahmedabad,5,6881.25,445.94,25
ORD00346,2023-03-04,CUST6166,Bookcase,Furniture,Bookcase,North,Delhi,3,8896.5,958.15,25
ORD00347,2024-12-19,CUST3380,Laptop,Technology,Laptop,North,Chandigarh,3,523.8,77.75,10
ORD00348,2023-12-21,CUST6507,Notebook,Office Supplies,Notebook,South,Chennai,5,5576.5,1754.69,5
ORD00349,2023-01-19,CUST8094,Table,Furniture,Table,West,Ahmedabad,3,6021.0,1709.65,25
ORD00350,2024-01-12,CUST8398,Chair,Furniture,Chair,West,Mumbai,4,14022.4,4316.3,20
ORD00351,2023-09-01,CUST8726,Table,Furniture,Table,West,Pune,3,5214.75,836.51,15
ORD00352,2024-04-30,CUST3886,Phone,Technology,Phone,West,Mumbai,1,1071.9,193.08,10
ORD00353,2023-09-12,CUST6043,Monitor,Technology,Monitor,East,Patna,9,18257.4,3477.03,10
ORD00354,2024-10-31,CUST6822,Sofa,Furniture,Sofa,West,Mumbai,4,1708.0,526.57,30
ORD00355,2023-09-24,CUST1801,Phone,Technology,Phone,North,Chandigarh,9,27813.15,6395.91,5
ORD00356,2024-09-01,CUST5066,Stapler,Office Supplies,Stapler,South,Chennai,2,2901.6,530.46,10
ORD00357,2024-12-13,CUST5330,Paper,Office Supplies,Paper,South,Bangalore,8,32208.8,5376.14,5
ORD00358,2023-07-13,CUST6938,Printer,Technology,Printer,North,Delhi,2,8166.0,901.9,0
ORD00359,2023-02-24,CUST1180,Binder,Office Supplies,Binder,East,Bhubaneswar,2,183.6,62.56,15
ORD00360,2024-01-27,CUST2980,Table,Furniture,Table,South,Bangalore,9,22389.75,1957.15,25
ORD00361,2024-10-01,CUST2135,Binder,Office Supplies,Binder,South,Hyderabad,3,13848.15,3275.06,5
ORD00362,2023-07-19,CUST7943,Keyboard,Technology,Keyboard,North,Chandigarh,8,3343.2,744.11,30
ORD00363,2024-11-15,CUST9170,Table,Furniture,Table,West,Pune,7,30144.45,2147.8,5
ORD00364,2023-05-20,CUST7540,Notebook,Office Supplies,Notebook,West,Pune,6,27428.4,3961.31,5
ORD00365,2023-07-28,CUST9913,Desk,Furniture,Desk,North,Delhi,10,15674.0,1433.89,15
ORD00366,2024-07-24,CUST4334,Pen,Office Supplies,Pen,North,Lucknow,6,13331.4,3516.48,15
ORD00367,2024-02-08,CUST5035,Table,Furniture,Table,South,Hyderabad,10,34357.0,8792.88,15
ORD00368,2024-06-12,CUST7835,Desk,Furniture,Desk,South,Chennai,2,1735.5,590.93,25
ORD00369,2024-03-11,CUST6995,Paper,Office Supplies,Paper,East,Patna,7,14117.6,1851.27,20
ORD00370,2024-01-07,CUST1455,Laptop,Technology,Laptop,West,Pune,1,1992.6,562.69,10
ORD00371,2023-11-11,CUST2387,Binder,Office Supplies,Binder,West,Pune,6,4878.0,779.55,0
ORD00372,2024-04-21,CUST3756,Keyboard,Technology,Keyboard,South,Chennai,10,23502.5,4737.24,15
ORD00373,2023-11-20,CUST5676,Monitor,Technology,Monitor,North,Chandigarh,8,26054.4,1391.07,20
ORD00374,2023-06-17,CUST9492,Paper,Office Supplies,Paper,East,Patna,3,1674.0,400.15,0
ORD00375,2024-08-20,CUST2900,Monitor,Technology,Monitor,East,Bhubaneswar,7,33110.0,6359.83,0
ORD00376,2023-04-01,CUST1120,Table,Furniture,Table,East,Bhubaneswar,6,21225.6,3244.03,20
ORD00377,2024-03-27,CUST8939,Paper,Office Supplies,Paper,North,Chandigarh,6,22881.6,5298.0,20
ORD00378,2024-10-23,CUST7425,Chair,Furniture,Chair,East,Kolkata,8,20882.4,4747.95,30
ORD00379,2023-03-05,CUST9350,Notebook,Office Supplies,Notebook,North,Delhi,7,29087.1,2900.88,10
ORD00380,2023-03-18,CUST7830,Chair,Furniture,Chair,South,Chennai,5,7259.0,1211.28,15
ORD00381,2024-04-13,CUST4509,Binder,Office Supplies,Binder,North,Delhi,9,4957.2,569.33,15
ORD00382,2024-08-15,CUST7700,Pen,Office Supplies,Pen,North,Delhi,2,817.6,134.48,30
ORD00383,2024-05-22,CUST7554,Stapler,Office Supplies,Stapler,East,Kolkata,6,19364.4,4449.3,10
ORD00384,2024-04-26,CUST8027,Printer,Technology,Printer,West,Pune,5,1496.25,333.27,25
ORD00385,2024-07-18,CUST7690,Chair,Furniture,Chair,South,Hyderabad,7,33950.0,3321.2,0
ORD00386,2023-05-16,CUST4140,Desk,Furniture,Desk,West,Pune,2,6161.4,1776.01,30
ORD00387,2024-06-28,CUST4990,Pen,Office Supplies,Pen,South,Bangalore,1,3348.8,173.81,20
ORD00388,2024-02-17,CUST6594,Phone,Technology,Phone,West,Ahmedabad,10,7568.0,2450.8,20
ORD00389,2024-07-21,CUST3472,Table,Furniture,Table,West,Pune,4,18122.2,4046.88,5
ORD00390,2024-12-09,CUST8184,Pen,Office Supplies,Pen,South,Bangalore,4,8433.6,717.32,30
ORD00391,2024-01-12,CUST6893,Desk,Furniture,Desk,West,Ahmedabad,2,7900.0,1707.33,0
ORD00392,2024-03-28,CUST7906,Keyboard,Technology,Keyboard,North,Chandigarh,4,4050.0,1163.77,10
ORD00393,2024-09-19,CUST1484,Chair,Furniture,Chair,North,Chandigarh,1,2256.75,330.96,15
ORD00394,2024-08-26,CUST2574,Monitor,Technology,Monitor,North,Chandigarh,7,6436.5,926.0,25
ORD00395,2023-02-14,CUST4942,Chair,Furniture,Chair,East,Bhubaneswar,5,16330.0,5032.07,0
ORD00396,2024-04-03,CUST5317,Sofa,Furniture,Sofa,West,Ahmedabad,3,4720.8,1409.33,30
ORD00397,2024-11-07,CUST3951,Paper,Office Supplies,Paper,South,Hyderabad,2,3418.2,491.55,10
ORD00398,2024-05-02,CUST5410,Table,Furniture,Table,North,Lucknow,10,20370.0,2623.27,30
ORD00399,2023-03-23,CUST2553,Monitor,Technology,Monitor,East,Bhubaneswar,5,16477.25,5105.15,15
ORD00400,2024-09-16,CUST7737,Laptop,Technology,Laptop,East,Patna,9,22635.9,7151.01,30
ORD00401,2023-01-11,CUST2067,Laptop,Technology,Laptop,South,Chennai,3,7943.4,1056.43,10
ORD00402,2024-07-12,CUST6295,Bookcase,Furniture,Bookcase,South,Chennai,7,26466.3,6969.85,10
ORD00403,2024-04-23,CUST9200,Printer,Technology,Printer,East,Patna,5,2790.0,443.42,25
ORD00404,2023-01-16,CUST4002,Notebook,Office Supplies,Notebook,South,Chennai,2,5470.6,321.13,15
ORD00405,2024-02-25,CUST8922,Bookcase,Furniture,Bookcase,North,Delhi,7,22640.8,2279.81,20
ORD00406,2023-08-16,CUST4016,Notebook,Office Supplies,Notebook,South,Chennai,3,264.6,74.1,30
ORD00407,2024-09-15,CUST7761,Keyboard,Technology,Keyboard,West,Pune,9,37263.15,2692.53,15
ORD00408,2023-09-05,CUST9887,Sofa,Furniture,Sofa,South,Chennai,9,1944.0,379.71,10
ORD00409,2023-11-07,CUST8709,Phone,Technology,Phone,South,Hyderabad,1,3463.0,497.58,0
ORD00410,2023-03-08,CUST9836,Paper,Office Supplies,Paper,South,Bangalore,4,5363.2,808.07,20
ORD00411,2024-07-11,CUST9496,Laptop,Technology,Laptop,East,Bhubaneswar,6,4828.5,1505.04,25
ORD00412,2023-04-05,CUST2952,Desk,Furniture,Desk,South,Chennai,2,2922.2,192.21,5
ORD00413,2023-09-01,CUST7716,Desk,Furniture,Desk,East,Patna,7,9808.75,1467.85,5
ORD00414,2023-11-20,CUST6042,Binder,Office Supplies,Binder,South,Chennai,5,13414.0,4297.76,5
ORD00415,2024-06-06,CUST4783,Chair,Furniture,Chair,West,Ahmedabad,1,251.3,34.26,30
ORD00416,2023-02-12,CUST4957,Printer,Technology,Printer,North,Chandigarh,7,15157.8,1824.69,10
ORD00417,2024-04-29,CUST8526,Paper,Office Supplies,Paper,East,Kolkata,10,2422.5,825.57,25
ORD00418,2024-01-16,CUST4254,Table,Furniture,Table,East,Patna,2,5859.0,1181.99,30
ORD00419,2023-11-16,CUST5505,Laptop,Technology,Laptop,South,Hyderabad,7,1517.6,392.17,20
ORD00420,2024-12-23,CUST8822,Bookcase,Furniture,Bookcase,North,Lucknow,4,12258.0,859.73,10
ORD00421,2024-12-23,CUST6214,Monitor,Technology,Monitor,South,Bangalore,9,38028.15,9432.91,15
ORD00422,2023-09-23,CUST9107,Stapler,Office Supplies,Stapler,South,Hyderabad,3,12396.0,2140.9,0
ORD00423,2023-06-28,CUST6261,Chair,Furniture,Chair,East,Bhubaneswar,2,2914.5,679.81,25
ORD00424,2024-01-14,CUST1081,Table,Furniture,Table,East,Patna,3,6358.5,1259.06,10
ORD00425,2023-05-03,CUST6249,Binder,Office Supplies,Binder,South,Chennai,5,17684.0,1721.97,20
ORD00426,2023-10-20,CUST7700,Printer,Technology,Printer,North,Lucknow,5,3712.5,450.79,25
ORD00427,2024-11-28,CUST9860,Pen,Office Supplies,Pen,West,Ahmedabad,6,28842.0,6831.61,0
ORD00428,2024-01-31,CUST8296,Paper,Office Supplies,Paper,East,Kolkata,1,864.5,170.9,5
ORD00429,2024-03-08,CUST7275,Binder,Office Supplies,Binder,East,Kolkata,2,5900.0,1444.6,0
ORD00430,2023-11-17,CUST5313,Desk,Furniture,Desk,North,Chandigarh,8,36864.0,7660.72,0
ORD00431,2023-05-29,CUST3331,Notebook,Office Supplies,Notebook,East,Kolkata,6,15469.8,2971.05,5
ORD00432,2024-11-25,CUST7680,Notebook,Office Supplies,Notebook,South,Bangalore,6,19350.0,6149.35,0
ORD00433,2024-05-16,CUST9167,Laptop,Technology,Laptop,North,Chandigarh,1,4030.0,419.62,0
ORD00434,2023-06-12,CUST5640,Sofa,Furniture,Sofa,South,Bangalore,6,11304.0,2556.26,25
ORD00435,2023-02-12,CUST8640,Table,Furniture,Table,East,Patna,1,1156.0,62.43,20
ORD00436,2024-11-04,CUST5353,Printer,Technology,Printer,West,Pune,10,9329.0,2070.51,5
ORD00437,2024-12-05,CUST9774,Stapler,Office Supplies,Stapler,West,Mumbai,8,23148.8,4907.41,20
ORD00438,2023-07-09,CUST8335,Notebook,Office Supplies,Notebook,East,Kolkata,1,1278.9,305.79,30
ORD00439,2023-05-15,CUST2111,Paper,Office Supplies,Paper,West,Pune,6,13996.8,1540.36,20
ORD00440,2023-05-07,CUST9661,Keyboard,Technology,Keyboard,East,Bhubaneswar,4,10346.4,1202.72,10
ORD00441,2023-09-19,CUST7722,Keyboard,Technology,Keyboard,West,Ahmedabad,1,1521.0,468.24,10
ORD00442,2024-05-12,CUST5658,Notebook,Office Supplies,Notebook,East,Kolkata,6,16182.3,939.4,5
ORD00443,2024-02-02,CUST5366,Bookcase,Furniture,Bookcase,South,Bangalore,1,2993.6,608.57,20
